           km_, km_get_item,    km_cost, km_base_item,   km_daiji, km_material_1, km_material_1_num, km_material_1_key, km_material_2, km_material_2_num, km_material_2_key, km_material_3, km_material_3_num, km_material_3_key, km_material_4, km_material_4_num, km_material_4_key, 
173 : sword_m_WMA010_elite_02,    8323174,      21600,    8323233,         -1,    9044245,          3,          0,    9044684,          3,          0,    9044419,          3,          0,         -1,          0,          0, 
174 : sword_l_WLA010_elite,    8323246,      24840,    8323245,         -1,    9044245,          3,          0,    9044684,          3,          0,    9044644,          3,          0,         -1,          0,          0, 
175 : katana_s_WSB020_elite,    8323324,      20520,    8323323,         -1,    9044245,          3,          0,    9044461,          6,          0,    9044625,          3,          0,         -1,          0,          0, 
176 : katana_m_WMB010_elite_01,    8323357,      22680,    8323356,         -1,    9044245,          3,          0,    9044461,          6,          0,    9044496,          3,          0,         -1,          0,          0, 
177 : katana_m_WMB010_elite_02,    8323357,      22680,    8323388,         -1,    9044245,          3,          0,    9044461,          6,          0,    9044497,          2,          0,         -1,          0,          0, 
178 : katana_l_WLB010_elite,    8323398,      25920,    8323397,         -1,    9044245,          3,          0,    9044461,          6,          0,    9044407,          5,          0,         -1,          0,          0, 
179 : axe_s_WSC010_elite,    8323444,      21600,    8323443,         -1,    9044245,          3,          0,    9044383,          5,          0,    9044643,          6,          0,         -1,          0,          0, 
180 : axe_m_WMC020_elite,    8323471,      23760,    8323470,         -1,    9044245,          3,          0,    9044383,          5,          0,    9044486,          4,          0,         -1,          0,          0, 
181 : axe_l_WLC020_elite,    8323516,      27000,    8323515,         -1,    9044245,          3,          0,    9044383,          5,          0,    9044685,          1,          0,         -1,          0,          0, 
182 : hammer_s_WSD010_elite,    8323582,      22680,    8323581,         -1,    9044245,          3,          0,    9044401,          4,          0,    9044485,          4,          0,         -1,          0,          0, 
183 : hammer_m_WMD010_elite,    8323608,      24840,    8323607,         -1,    9044245,          3,          0,    9044401,          4,          0,    9044396,          5,          0,         -1,          0,          0, 
184 : hammer_l_WLD010_elite,    8323641,      28080,    8323640,         -1,    9044245,          3,          0,    9044401,          4,          0,    9044729,          2,          0,         -1,          0,          0, 
185 : lance_s_WSE020_elite,    8323727,      25920,    8323726,         -1,    9044245,          3,          0,    9044595,          4,          0,    9044536,          6,          0,         -1,          0,          0, 
186 : lance_m_WME030_elite,    8323748,      28080,    8323747,         -1,    9044245,          3,          0,    9044595,          4,          0,    9044528,          2,          0,         -1,          0,          0, 
187 : lance_l_WLE010_elite,    8323785,      31320,    8323784,         -1,    9044245,          3,          0,    9044595,          4,          0,    9044443,          4,          0,         -1,          0,          0, 
188 : staff_s_WSF010_elite,    8323860,      23760,    8323859,         -1,    9044245,          3,          0,    9044398,          5,          0,    9044419,          3,          0,         -1,          0,          0, 
189 : staff_m_WMF010_elite,    8323897,      25920,    8323896,         -1,    9044245,          3,          0,    9044398,          5,          0,    9044644,          3,          0,         -1,          0,          0, 
190 :       Shax,    8323999,      36290,    8323998,         -1,    9044238,          2,          0,    9044684,          3,          0,    9044643,          6,          0,         -1,          0,          0, 
191 :       Amon,    8324021,      39740,    8324020,         -1,    9044238,          2,          0,    9044401,          5,          0,    9044486,          4,          0,         -1,          0,          0, 
192 :     Ronove,    8324061,      43200,    8324060,         -1,    9044238,          2,          0,    9044383,          5,          0,    9044685,          1,          0,         -1,          0,          0, 
193 :       Barl,    8324087,      46660,    8324086,         -1,    9044238,          2,          0,    9044398,          5,          0,    9044396,          5,          0,         -1,          0,          0, 
194 : shield_s_WSG010_brave,    8324095,      15550,    8324094,         -1,    9044245,          3,          0,    9044366,          5,          0,    9044407,          5,          0,         -1,          0,          0, 
195 : shield_m_WMG010_brave,    8324118,      17280,    8324117,         -1,    9044245,          3,          0,    9044366,          5,          0,    9044443,          4,          0,         -1,          0,          0, 
196 : sword_l_WLA020_normal,    8323266,       9940,    8323245,         -1,    9044238,          2,          0,    9044507,          4,          0,    9044537,          3,          0,         -1,          0,          0, 
197 : sword_m_WMA040_normal,    8323212,       8640,    8323185,         -1,    9044238,          2,          0,    9044508,          2,          0,    9044532,          1,          0,         -1,          0,          0, 
198 : hammer_m_WMD030_normal,    8323628,       9940,    8323607,         -1,    9044238,          2,          0,    9044517,          3,          0,    9044721,          4,          0,         -1,          0,          0, 
199 : lance_l_WLE020_normal,    8323805,      12530,    8323784,         -1,    9044238,          2,          0,    9044518,          2,          0,    9044449,          4,          0,         -1,          0,          0, 
200 : staff_m_WMF020_normal,    8323929,      10370,    8323896,         -1,    9044238,          2,          0,    9044531,          1,          0,    9044653,          2,          0,         -1,          0,          0, 
201 :    Focalor,    8323990,      30240,    8323985,         -1,    9044267,          1,          0,    9044508,          2,          0,    9044532,          1,          0,         -1,          0,          0, 
202 :     Aypeos,    8324024,      34780,    8324017,         -1,    9044267,          1,          0,    9044517,          3,          0,    9044721,          4,          0,         -1,          0,          0, 
