           km_,      km_id,     km_num, km_get_flag, km_menu_sort_id, km_list_top_mark, 
1633 : mahou_attack_type_A,    8913242,          1,          3,        179,          0, 
1634 : mahou_attack_type_B,    8913243,          2,          3,        180,          0, 
1635 : mahou_attack_type_C,    8913244,          2,          3,        181,          0, 
1636 : mahou_attack_type_D,    8913245,          2,          3,        182,          0, 
1637 : mahou_attack_type_E,    8913246,          1,          3,        183,          0, 
1638 : mahou_attack_type_F,    8913247,          1,          3,        184,          0, 
1639 : mahou_attack_type_G,    8913248,          2,          3,        185,          0, 
1640 : mahou_attack_type_H,    8913249,          1,          3,        186,          0, 
1641 : mahou_attack_type_I,    8913250,          2,          3,        187,          0, 
1642 : mahou_attack_type_J,    8913251,          1,          3,        188,          0, 
1643 : mahou_attack_type_K,    8913252,          1,          3,        189,          0, 
1644 : mahou_attack_type_L,    8913253,          2,          3,        190,          0, 
1645 : mahou_attack_type_M,    8913254,          1,          3,        191,          0, 
1646 : mahou_attack_type_O,    8913255,          2,          3,        192,          0, 
1647 : mahou_attack_type_P,    8913256,          2,          3,        193,          0, 
1648 : mahou_attack_type_Q,    8913257,          1,          3,        194,          0, 
1649 : mahou_attack_type_R,    8913258,          2,          3,        195,          0, 
1650 : mahou_attack_type_S,    8913259,          2,          3,        196,          0, 
1651 : mahou_attack_type_T,    8913260,          1,          3,        197,          0, 
1652 : mahou_attack_type_U,    8913261,          1,          3,        198,          0, 
1653 : mahou_attack_type_V,    8913262,          1,          3,        199,          0, 
1654 : butsu_guard_type_A,    8913263,          1,          3,        200,          0, 
1655 : butsu_guard_type_B,    8913264,          2,          3,        201,          0, 
1656 : butsu_guard_type_C,    8913265,          2,          3,        202,          0, 
1657 : butsu_guard_type_D,    8913266,          1,          3,        203,          0, 
1658 : butsu_guard_type_E,    8913267,          2,          3,        204,          0, 
1659 : butsu_guard_type_F,    8913268,          1,          3,        205,          0, 
1660 : butsu_guard_type_G,    8913269,          1,          3,        206,          0, 
1661 : butsu_guard_type_H,    8913270,          1,          3,        207,          0, 
1662 : butsu_guard_type_I,    8913271,          2,          3,        208,          0, 
1663 : butsu_guard_type_J,    8913272,          1,          3,        209,          0, 
1664 : mahou_guard_type_A,    8913273,          1,          3,        210,          0, 
1665 : mahou_guard_type_B,    8913274,          2,          3,        211,          0, 
1666 : mahou_guard_type_C,    8913275,          2,          3,        212,          0, 
1667 : mahou_guard_type_D,    8913276,          1,          3,        213,          0, 
1668 : mahou_guard_type_E,    8913277,          2,          3,        214,          0, 
1669 : mahou_guard_type_F,    8913278,          1,          3,        215,          0, 
1670 : mahou_guard_type_G,    8913279,          2,          3,        216,          0, 
1671 : mahou_guard_type_H,    8913280,          1,          3,        217,          0, 
1672 : mahou_guard_type_I,    8913281,          1,          3,        218,          0, 
1673 : mahou_guard_type_J,    8913282,          1,          3,        219,          0, 
1674 : mahou_guard_type_K,    8913283,          2,          3,        220,          0, 
1675 : mahou_guard_type_L,    8913284,          1,          3,        221,          0, 
1676 : speed_type_A,    8913285,          1,          3,        222,          0, 
1677 : speed_type_B,    8913286,          2,          3,        223,          0, 
1678 : speed_type_C,    8913287,          1,          3,        224,          0, 
1679 : speed_type_D,    8913288,          2,          3,        225,          0, 
1680 : speed_type_E,    8913289,          1,          3,        226,          0, 
1681 : speed_type_F,    8913290,          2,          3,        227,          0, 
1682 : speed_type_G,    8913291,          2,          3,        228,          0, 
1683 : speed_type_H,    8913292,          2,          3,        229,          0, 
1684 : speed_type_I,    8913293,          2,          3,        230,          0, 
1685 : speed_type_J,    8913294,          1,          3,        231,          0, 
1686 : speed_type_QUEST1,    8913295,          2,          3,        232,          0, 
1687 : heal_type_A,    8913296,          2,          3,        233,          0, 
1688 : heal_type_B,    8913297,          1,          3,        234,          0, 
1689 : heal_type_C,    8913298,          1,          3,        235,          0, 
1690 : heal_type_D,    8913299,          2,          3,        236,          0, 
1691 : heal_type_E,    8913300,          1,          3,        237,          0, 
1692 : heal_type_F,    8913301,          1,          3,        304,          0, 
1693 : heal_type_QUEST1,    8913302,          2,          3,        238,          0, 
1694 : btl_winsp_01,    8913303,          0,          0,         -1,          0, 
1695 : btl_winsp_02,    8913304,          0,          0,         -1,          0, 
1696 : btl_winsp_03,    8913305,          0,          0,         -1,          0, 
1697 : btl_winsp_04,    8913306,          0,          0,         -1,          0, 
1698 : btl_winsp_05,    8913307,          0,          0,         -1,          0, 
1699 : btl_winsp_06,    8913308,          0,          0,         -1,          0, 
1700 : btl_winsp_07,    8913309,          0,          0,         -1,          0, 
1701 : btl_jin_ex,    8913310,          1,          3,        239,          0, 
1702 : btl_jin_ex,    8913311,          1,          3,        240,          0, 
1703 : btl_jin_ex,    8913312,          2,          3,        241,          0, 
1704 : btl_jin_ex,    8913313,          2,          3,        242,          0, 

