           km_, km_oh_oh_exp, km_oh_oh_exp2, km_oh_oh_lv_base, km_oh_oh_lv_now, km_oh_oh_lv_battle, km_oh_th_exp, km_oh_th_exp2, km_oh_th_lv_base, km_oh_th_lv_now, km_oh_th_lv_battle, km_oh_ww_exp, km_oh_ww_exp2, km_oh_ww_lv_base, km_oh_ww_lv_now, km_oh_ww_lv_battle, km_th_th_exp, km_th_th_exp2, km_th_th_lv_base, km_th_th_lv_now, km_th_th_lv_battle, km_s_fw_exp, km_s_fw_exp2, km_s_fw_lv_base, km_s_fw_lv_now, km_s_fw_lv_battle, km_s_oh_exp, km_s_oh_exp2, km_s_oh_lv_base, km_s_oh_lv_now, km_s_oh_lv_battle, km_s_th_exp, km_s_th_exp2, km_s_th_lv_base, km_s_th_lv_now, km_s_th_lv_battle, 
383 : pt_set_ev05_02,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,         16,          0,          1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
384 : pt_set_ev05_03,         18,          0,          1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
385 : pt_set_ev05_04,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,         16,          0,          1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
386 : pt_set_ev05_05,         56,          0,          2,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
387 : pt_set_EV0310_01,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
388 : pt_set_EV0310_02,         30,          0,          2,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
389 : pt_set_EV0310_03,         30,          0,          2,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
390 : pt_set_EV0310_04,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
391 : pt_set_EV0310_05,         30,          0,          2,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
392 : pt_set_EV0720_01,         30,          0,          2,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
393 : pt_set_EV0720_02,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
394 : pt_set_EV0720_03,         30,          0,          2,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
395 : pt_set_QE0090_01,        187,          0,          5,         -1,         -1,        607,          0,          9,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
396 : pt_set_QE0090_02,        607,          0,          9,         -1,         -1,        187,          0,          5,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
397 : pt_set_QE0090_03,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
398 : btl_guest_npc_001,        607,          0,          9,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
399 : btl_guest_npc_005,       1400,          0,         14,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
400 : btl_guest_npc_006,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,       1400,          0,         14,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
401 : summons_cyclops,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
402 : summons_lob_omen,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 
403 : summons_namul_niram,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1,          0,          0,         -1,         -1,         -1, 

